0.447916733,77.071875,1.311979233,77.071875
15.535937533,77.071875,1.423958333,77.071875
0.4161458,72.928125,0.4161458,72.528125
0.4161458,72.5119792,0.4161458,72.11197920000002
0.4161458,72.11197920000002,0.7041666999999999,72.11197920000002
0.7041666999999999,72.11197920000002,0.7041666999999999,72.928125
0.7041666999999999,72.928125,0.4161458,72.928125
0.4161458,68.0,0.4161458,67.6
0.4161458,67.5838542,0.4161458,67.1682292
0.4161458,67.1682292,0.7041666999999999,67.1682292
0.7041666999999999,67.1682292,0.7041666999999999,68.0
0.7041666999999999,68.0,0.4161458,68.0
1.4239583,75.7598958,1.4239583,77.071875
1.4239583,77.071875,1.4239583,75.7598958
0.4161458,75.7598958,1.4239583,75.7598958
0.416145833,72.528124967,0.416145833,77.071874967
0.416145833,67.583854167,0.416145833,62.671874967
6.6401042000000015,77.071875,9.34375,77.071875
9.34375,77.071875,6.6401042000000015,77.071875
5.743750067000001,77.071875,5.759895867000001,77.071875
3.05625,77.071875,5.74375,77.071875
5.74375,77.071875,3.05625,77.071875
5.743749967,77.071875,5.759895767000001,77.071875
0.4161458,74.159895867,0.4161458,75.759895867
0.4161458,75.75989573300001,0.4161458,74.159895733
0.4161458,67.1682292,1.3161458000000001,67.1682292
2.7041667,67.1682292,3.6041667,67.1682292
5.6241667,67.1682292,6.2291667,67.1682292
6.2291667,67.1682292,6.2291667,69.15822920000001
6.2291667,71.15822920000002,6.2291667,72.9582292
0.4561458,71.972,0.4561458,68.148
0.4161458,67.5,0.4161458,68.148
0.4161458,71.972,0.4161458,72.9582292
