-4.70064,-1.6322,-2.69914,-0.653047
-2.7148,-0.62387,4.3152,0.74336
4.2698,0.77165,5.9657,0.081343
5.9657,0.093885,7.1375,-1.6858
7.1155,-1.6548,7.2173,-2.939
7.2062,-2.9182,6.1694,-4.5848
6.1374,-4.5752,5.1167,-5.0174
5.0736,-4.987,3.9583,-5.0943
3.9468,-5.063,2.334,-5.8184
2.2919,-5.8196,1.4936,-5.5904
1.5032,-5.5584,0.64162,-4.6241
0.64096,-4.6259,0.081542,-4.5873
0.067324,-4.5734,-2.6176,-5.542
-2.6286,-5.5252,-3.8341,-5.3832
-3.8401,-5.3512,-4.5108,-4.5178
-4.518,-4.5254,-4.8901,-3.5049
-4.8744,-3.5341,-4.7302,-1.6594
-1.8831,-3.2938,0.44165,-2.2443
0.42499,-2.2286,1.4293,-2.2389
1.4293,-2.2389,2.4339,-3.3343
2.4417,-3.326,3.6257,-3.6548
3.6335,-3.6465,4.7881,-2.9964
4.7583,-2.9865,5.0521,-2.4071
5.0409,-2.419,5.0015,-1.8726
4.9949,-1.8792,4.2233,-1.3399
4.2075,-1.3385,3.2829,-1.2863
3.273,-1.2875,1.7307,-1.6049
1.7183,-1.6035,-0.33984,-1.7269
-0.37433,-1.7471,-0.98716,-2.0084
-0.96111,-2.095,-1.8213,-1.9504
-1.8464,-1.9586,-2.6415,-2.2391
-2.6331,-2.2607,-2.7467,-2.8539
-2.7552,-2.8409,-2.3979,-3.288
-2.3978,-3.2751,-1.9027,-3.2886
