1.036668, -2.001841, -0.661323, -2.627417
1.644370, 2.681037, 2.037589, 1.751611
1.118858, 4.869104, 1.118858, 4.869104
-0.621588, 2.362033, -1.450371, 2.134118
-1.740446, 5.780766, -2.693547, 5.449253
0.973821, 5.449253, 1.305334, 4.558310
1.616128, 3.957442, 1.968361, 3.045780
-2.983880, 8.598287, -2.041602, 8.873117
-3.494281, 8.519764, -4.122466, 8.127148
-6.046284, 7.184870, -6.438900, 6.321115
0.499379, 7.020686, 0.763757, 6.168803
-5.816300, 4.788166, -5.757550, 3.995034
-5.904426, -0.440629, -5.640049, -1.145635
-5.669424, -0.117501, -6.462556, 1.321886
-1.251786, 12.707529, -5.576139, 11.114346
1.630098, 4.667228, 2.144866, 4.907453
2.488045, 4.375526, 1.973277, 4.100984
-8.682843, 7.943878, -8.313360, 6.798481
1.308602, -2.521452, 2.313991, -2.234198
2.313991, -0.973472, 1.915027, -1.787358
-1.883110, -2.665079, -2.744872, -2.409742
-0.989431, -3.223629, -1.978861, -3.574717
-4.566466, 0.702533, -4.449377, -0.210760
-5.268999, 2.810133, -5.034822, 1.967093
-7.428747, 4.669498, -7.039622, 3.466748
2.653124, 7.676372, 2.936124, 6.968872
3.360624, 5.376997, 3.537498, 4.846373
0.459875, 8.489996, 1.096624, 8.702246
1.414999, 8.985246, 1.627249, 8.030122
-9.136101, 8.980371, -7.994088, 9.395649
-9.032281, 9.136101, -8.772733, 8.409366
-8.824643, 8.513185, -7.578811, 4.671870
