0, 0.918899, 2.47113, 2, 1, 10
1, 1.93796, 3.15741, 2, 0, 2
2, 4.12006, 3.6198, 2, 1, 3
3, 6.36398, 3.67361, 2, 2, 4
4, 7.33795, 2.78573, 2, 3, 5
5, 7.31643, 1.51579, 2, 4, 6
6, 6.65455, 0.396523, 2, 5, 7
7, 3.64615, 0.71971, 2, 6, 8
8, 2.41762, 0.646294, 2, 7, 9
9, 1.50943, 0.62693, 2, 8, 10
10, 0.653241, 1.19055, 2, 9, 0
11, 2.45597, 0.635535, 0
